Unnamed: 0,gender,test_prep,sport,transport,wkstudy_hours,math_score,reading_score,writing_score
599,male,,regularly,private,5 - 10,28,39,31
618,male,,sometimes,private,< 5,39,43,33
620,female,none,regularly,school_bus,5 - 10,43,58,56
628,female,completed,sometimes,school_bus,5 - 10,84,91,96
642,male,completed,sometimes,school_bus,< 5,53,55,56
662,female,none,sometimes,school_bus,< 5,56,71,69
680,male,completed,sometimes,private,5 - 10,81,71,74
682,male,none,sometimes,private,5 - 10,61,47,44
692,female,completed,sometimes,school_bus,< 5,75,86,88
697,male,none,never,school_bus,> 10,63,68,57
733,female,completed,regularly,school_bus,< 5,43,54,65
755,male,none,sometimes,private,5 - 10,44,40,37
767,male,completed,sometimes,school_bus,5 - 10,55,61,50
770,male,none,sometimes,private,5 - 10,57,60,55
775,male,completed,sometimes,private,5 - 10,69,70,74
777,male,none,regularly,,< 5,59,48,53
823,male,completed,sometimes,private,> 10,47,39,40
855,male,completed,regularly,private,< 5,72,62,64
864,male,none,sometimes,school_bus,5 - 10,62,57,55
904,female,none,sometimes,school_bus,> 10,66,61,59
909,male,completed,sometimes,private,< 5,51,55,54
956,male,,regularly,private,< 5,60,55,55
968,female,completed,sometimes,school_bus,5 - 10,53,75,74
970,female,,regularly,school_bus,< 5,64,79,80
984,male,completed,sometimes,school_bus,> 10,57,64,64
28,male,none,sometimes,private,5 - 10,79,74,77
44,male,none,sometimes,private,> 10,98,80,84
70,female,none,never,school_bus,< 5,56,72,69
105,male,completed,sometimes,school_bus,> 10,95,87,78
108,male,completed,sometimes,school_bus,< 5,85,77,85
130,male,,sometimes,school_bus,5 - 10,90,85,82
138,female,none,never,,5 - 10,73,81,81
187,male,none,sometimes,private,5 - 10,77,66,66
208,female,completed,regularly,,< 5,81,94,94
221,female,none,sometimes,private,5 - 10,54,70,70
230,male,none,regularly,school_bus,> 10,61,62,57
232,female,none,regularly,private,5 - 10,49,56,52
239,male,none,never,,> 10,72,66,63
240,female,none,regularly,school_bus,< 5,67,83,74
252,female,completed,sometimes,private,5 - 10,87,92,99
259,female,completed,sometimes,school_bus,5 - 10,84,87,98
325,female,none,regularly,school_bus,5 - 10,56,57,59
328,female,none,regularly,school_bus,,69,69,68
340,female,none,regularly,private,5 - 10,67,77,68
355,female,completed,never,private,< 5,45,61,62
374,female,none,sometimes,school_bus,5 - 10,73,81,81
483,male,completed,sometimes,private,5 - 10,68,75,68
512,female,none,sometimes,,5 - 10,53,67,67
532,female,completed,sometimes,private,5 - 10,51,72,69
536,female,none,regularly,school_bus,5 - 10,81,88,87
564,female,none,sometimes,private,5 - 10,70,76,72
653,male,none,sometimes,school_bus,> 10,65,54,56
699,female,none,never,school_bus,< 5,66,78,72
715,female,none,never,,< 5,41,55,47
723,female,none,regularly,private,5 - 10,72,74,74
734,male,none,regularly,private,> 10,61,52,47
771,female,none,never,school_bus,> 10,37,46,44
785,female,none,sometimes,school_bus,5 - 10,73,85,77
805,male,completed,sometimes,private,> 10,61,62,64
810,male,completed,regularly,private,5 - 10,86,78,84
828,male,none,sometimes,school_bus,5 - 10,89,84,78
829,female,none,sometimes,school_bus,5 - 10,80,85,87
831,male,none,sometimes,school_bus,< 5,71,69,67
834,male,completed,never,school_bus,> 10,79,75,76
867,female,none,sometimes,private,5 - 10,55,70,65
885,male,completed,never,private,5 - 10,49,50,53
892,female,none,regularly,private,< 5,82,82,87
895,male,none,sometimes,,5 - 10,69,70,65
919,male,,never,private,5 - 10,68,69,63
947,male,none,sometimes,,5 - 10,73,73,66
954,female,completed,,private,5 - 10,65,79,80
964,male,none,sometimes,school_bus,< 5,69,61,56
978,female,none,sometimes,private,5 - 10,56,60,61
24,female,none,sometimes,school_bus,< 5,47,63,55
27,female,completed,regularly,school_bus,5 - 10,70,74,76
42,male,completed,sometimes,school_bus,< 5,95,90,81
57,female,completed,,school_bus,< 5,71,79,87
73,female,completed,regularly,school_bus,5 - 10,61,76,70
94,male,none,sometimes,school_bus,5 - 10,74,90,82
137,female,none,regularly,school_bus,5 - 10,87,95,91
170,male,completed,,school_bus,5 - 10,75,75,74
172,female,none,regularly,school_bus,> 10,83,84,85
184,male,none,regularly,,< 5,74,61,58
231,male,,sometimes,school_bus,< 5,57,65,59
262,female,none,sometimes,school_bus,5 - 10,63,72,73
295,female,none,sometimes,,< 5,67,84,80
314,male,none,regularly,school_bus,5 - 10,47,45,42
337,female,none,,school_bus,,48,58,50
394,female,none,sometimes,private,5 - 10,53,58,60
403,female,none,regularly,school_bus,< 5,54,58,59
413,male,none,regularly,school_bus,> 10,94,82,83
428,female,,sometimes,school_bus,< 5,43,47,49
429,male,none,regularly,school_bus,5 - 10,61,58,54
481,male,none,regularly,,> 10,76,67,70
520,female,completed,sometimes,school_bus,5 - 10,57,69,68
565,male,none,never,private,5 - 10,66,73,60
576,female,completed,regularly,school_bus,5 - 10,85,95,100
660,female,none,regularly,private,5 - 10,45,53,46
674,female,none,sometimes,private,5 - 10,72,64,70
677,female,none,sometimes,school_bus,< 5,62,69,65
714,male,completed,sometimes,school_bus,5 - 10,43,42,43
715,male,none,sometimes,school_bus,5 - 10,67,70,72
720,male,none,never,school_bus,< 5,81,86,82
721,female,none,regularly,school_bus,5 - 10,79,82,79
736,male,none,sometimes,school_bus,5 - 10,73,68,61
766,male,none,regularly,school_bus,5 - 10,71,56,60
785,male,none,sometimes,private,5 - 10,49,35,34
816,male,none,regularly,school_bus,5 - 10,92,72,72
822,male,completed,never,private,< 5,77,78,81
854,male,completed,regularly,private,> 10,69,66,73
856,male,none,never,school_bus,< 5,64,68,64
871,female,none,sometimes,,< 5,83,87,85
906,male,none,sometimes,school_bus,> 10,64,62,54
918,female,none,sometimes,school_bus,< 5,60,65,61
922,male,none,never,school_bus,< 5,56,55,45
928,female,none,sometimes,school_bus,5 - 10,52,65,70
938,female,none,regularly,school_bus,< 5,76,90,89
943,male,none,sometimes,school_bus,< 5,39,46,38
944,female,none,sometimes,private,5 - 10,44,54,59
950,male,none,sometimes,school_bus,< 5,64,55,51
954,male,none,sometimes,private,5 - 10,51,58,49
956,male,completed,regularly,private,< 5,58,64,60
961,male,none,never,school_bus,< 5,53,56,48
985,male,none,sometimes,private,5 - 10,80,64,66
22,female,none,sometimes,school_bus,< 5,43,57,54
23,female,none,sometimes,private,5 - 10,77,87,83
29,female,completed,regularly,school_bus,> 10,81,75,89
68,male,completed,sometimes,school_bus,5 - 10,70,65,66
72,female,none,sometimes,private,< 5,77,96,94
99,female,none,sometimes,school_bus,5 - 10,92,100,98
115,male,completed,never,school_bus,< 5,68,67,57
126,male,completed,sometimes,school_bus,5 - 10,66,58,55
132,male,completed,regularly,private,< 5,87,73,77
147,male,none,never,school_bus,5 - 10,97,97,100
175,male,completed,sometimes,private,5 - 10,76,67,64
181,male,none,sometimes,school_bus,< 5,76,76,75
202,male,none,never,school_bus,,81,75,73
207,female,completed,sometimes,private,< 5,69,76,80
212,male,none,regularly,private,5 - 10,79,83,76
214,female,none,never,school_bus,5 - 10,72,66,72
230,female,none,regularly,school_bus,5 - 10,83,95,94
233,female,completed,regularly,school_bus,< 5,95,99,100
234,female,none,regularly,private,5 - 10,69,73,71
243,female,none,sometimes,private,< 5,45,53,50
255,male,none,sometimes,private,< 5,85,82,82
290,male,none,sometimes,school_bus,5 - 10,84,75,68
293,female,none,sometimes,,< 5,31,44,43
295,female,completed,never,private,5 - 10,79,92,93
300,male,none,regularly,private,5 - 10,37,38,31
309,female,none,regularly,,> 10,35,48,44
322,male,none,sometimes,school_bus,5 - 10,52,51,47
339,female,completed,regularly,school_bus,< 5,85,87,84
342,female,none,sometimes,school_bus,5 - 10,80,91,86
386,female,completed,regularly,private,< 5,50,75,65
409,male,none,regularly,school_bus,5 - 10,67,68,65
412,female,none,regularly,school_bus,5 - 10,74,89,87
422,female,none,sometimes,school_bus,5 - 10,65,79,77
458,male,none,regularly,private,< 5,70,71,65
464,female,none,sometimes,school_bus,5 - 10,57,65,63
475,female,none,sometimes,private,5 - 10,84,87,96
502,female,none,regularly,school_bus,5 - 10,64,78,72
511,female,none,never,school_bus,< 5,80,91,89
543,male,completed,regularly,private,5 - 10,76,80,84
576,male,none,sometimes,school_bus,< 5,43,46,41
597,male,completed,,school_bus,5 - 10,57,75,69
650,male,completed,never,school_bus,5 - 10,76,76,75
656,male,completed,sometimes,,< 5,71,68,67
675,female,none,never,school_bus,5 - 10,71,90,84
678,male,none,regularly,school_bus,5 - 10,69,60,60
766,female,none,regularly,,5 - 10,44,65,61
795,male,completed,sometimes,private,5 - 10,81,78,81
812,female,completed,never,private,5 - 10,67,76,79
824,female,none,sometimes,private,5 - 10,19,41,34
837,male,completed,sometimes,school_bus,< 5,64,66,66
844,female,,sometimes,school_bus,5 - 10,68,79,81
855,female,none,sometimes,private,5 - 10,60,71,70
868,female,none,regularly,school_bus,5 - 10,65,77,76
872,female,completed,never,,5 - 10,85,97,89
875,male,completed,regularly,private,< 5,68,76,77
880,male,none,regularly,private,5 - 10,57,58,60
884,male,completed,sometimes,school_bus,5 - 10,60,73,66
886,male,none,regularly,school_bus,5 - 10,70,65,63
911,male,none,regularly,school_bus,> 10,74,57,58
912,female,none,regularly,private,< 5,62,64,62
960,female,completed,sometimes,private,< 5,68,88,88
21,male,none,sometimes,school_bus,< 5,68,68,64
34,female,none,sometimes,school_bus,5 - 10,70,64,61
60,male,completed,regularly,school_bus,> 10,82,80,81
73,male,none,sometimes,private,5 - 10,58,53,56
96,female,none,regularly,private,< 5,50,57,61
116,male,completed,sometimes,school_bus,< 5,67,61,63
126,male,completed,never,private,5 - 10,74,75,68
147,female,none,never,school_bus,> 10,81,87,90
149,female,none,sometimes,school_bus,< 5,40,51,55
186,male,none,sometimes,school_bus,< 5,59,50,47
202,female,none,sometimes,school_bus,5 - 10,56,58,62
206,male,none,regularly,school_bus,> 10,74,67,66
223,female,none,sometimes,school_bus,< 5,73,78,84
225,female,completed,sometimes,school_bus,5 - 10,44,61,62
266,male,completed,regularly,school_bus,5 - 10,87,79,79
278,female,completed,never,school_bus,5 - 10,68,81,83
281,female,none,never,private,5 - 10,86,92,90
311,male,completed,sometimes,private,5 - 10,94,88,85
315,female,completed,sometimes,private,5 - 10,89,99,95
324,male,none,never,school_bus,> 10,41,44,42
326,female,none,sometimes,school_bus,< 5,59,70,69
378,female,,regularly,school_bus,5 - 10,41,38,42
391,male,completed,regularly,private,< 5,47,59,56
413,male,none,sometimes,private,< 5,54,47,51
459,male,,regularly,school_bus,5 - 10,62,63,61
469,male,completed,sometimes,,5 - 10,43,49,48
477,female,none,sometimes,school_bus,< 5,78,79,84
485,male,none,sometimes,school_bus,> 10,77,74,71
497,female,completed,regularly,school_bus,< 5,92,94,97
509,female,none,sometimes,school_bus,< 5,65,74,72
531,female,none,sometimes,school_bus,< 5,71,84,88
537,male,none,sometimes,private,5 - 10,79,76,79
538,female,none,sometimes,school_bus,5 - 10,33,45,47
547,male,none,never,private,5 - 10,85,79,77
586,male,none,sometimes,school_bus,< 5,87,74,76
591,female,none,sometimes,school_bus,> 10,55,62,60
598,male,none,sometimes,private,> 10,55,50,51
609,male,none,regularly,school_bus,5 - 10,45,48,38
655,female,completed,sometimes,,> 10,90,92,89
662,female,none,,school_bus,< 5,65,75,64
663,male,none,sometimes,,5 - 10,67,66,61
743,female,none,sometimes,private,< 5,40,53,49
751,female,completed,regularly,,< 5,57,73,70
789,male,completed,sometimes,school_bus,5 - 10,65,77,77
794,male,completed,sometimes,school_bus,5 - 10,69,63,68
814,female,completed,sometimes,school_bus,5 - 10,76,94,93
857,male,none,sometimes,,< 5,85,85,83
858,female,completed,regularly,school_bus,5 - 10,38,69,64
870,male,completed,sometimes,school_bus,< 5,43,47,45
878,female,none,sometimes,,5 - 10,38,50,44
891,female,none,sometimes,school_bus,< 5,48,66,55
949,female,none,sometimes,,< 5,68,76,78
968,female,none,never,private,< 5,53,65,61
973,female,completed,sometimes,school_bus,5 - 10,66,72,79
991,female,none,regularly,school_bus,< 5,70,90,92
4,female,completed,regularly,school_bus,> 10,62,65,62
6,male,none,sometimes,school_bus,5 - 10,62,68,69
7,female,none,regularly,school_bus,< 5,56,70,67
17,male,none,sometimes,private,5 - 10,74,60,60
28,male,completed,,school_bus,< 5,56,39,45
33,female,none,regularly,private,5 - 10,69,73,71
34,male,none,regularly,private,< 5,75,64,69
39,female,none,never,school_bus,> 10,47,61,61
75,male,completed,sometimes,school_bus,5 - 10,62,61,61
93,male,completed,sometimes,school_bus,5 - 10,66,65,71
118,female,none,regularly,school_bus,< 5,52,51,67
124,female,none,sometimes,,< 5,40,48,48
155,male,none,sometimes,private,< 5,69,74,63
198,male,completed,never,school_bus,> 10,53,54,56
207,female,,regularly,school_bus,5 - 10,57,72,71
209,female,completed,sometimes,private,5 - 10,62,76,75
213,male,none,regularly,school_bus,< 5,81,82,81
240,male,none,regularly,school_bus,5 - 10,69,74,67
241,female,none,sometimes,private,5 - 10,50,65,65
266,male,completed,sometimes,school_bus,> 10,88,91,90
271,male,none,sometimes,private,5 - 10,62,45,47
295,male,completed,sometimes,school_bus,< 5,50,42,44
298,female,completed,regularly,school_bus,5 - 10,77,87,91
332,male,completed,never,school_bus,5 - 10,83,80,73
362,male,none,never,,5 - 10,78,81,78
377,male,completed,regularly,school_bus,< 5,70,66,64
434,male,none,sometimes,,5 - 10,83,75,74
437,female,none,never,school_bus,< 5,63,68,64
454,male,completed,sometimes,school_bus,5 - 10,79,86,86
497,female,none,regularly,private,5 - 10,44,60,62
512,female,,sometimes,private,5 - 10,92,89,90
540,female,completed,regularly,private,5 - 10,80,97,91
541,male,completed,sometimes,school_bus,< 5,68,68,60
542,female,none,sometimes,private,< 5,55,61,62
544,female,none,regularly,school_bus,< 5,44,59,54
570,female,none,regularly,school_bus,5 - 10,88,94,97
611,female,none,sometimes,school_bus,5 - 10,55,75,75
619,male,none,sometimes,private,5 - 10,44,47,43
639,male,none,regularly,private,< 5,74,70,68
653,male,none,sometimes,school_bus,5 - 10,59,54,55
668,male,,regularly,private,5 - 10,47,49,44
707,male,completed,sometimes,,5 - 10,72,66,65
719,female,,sometimes,private,< 5,73,75,89
722,male,none,regularly,private,5 - 10,62,62,55
727,female,none,regularly,private,5 - 10,45,60,57
750,male,none,regularly,school_bus,5 - 10,64,63,59
757,female,completed,sometimes,,> 10,79,99,98
820,female,none,never,school_bus,5 - 10,66,63,70
835,female,none,regularly,,< 5,51,57,57
848,female,none,regularly,private,5 - 10,64,80,75
867,male,completed,never,private,< 5,94,90,92
915,female,none,regularly,school_bus,5 - 10,88,88,90
969,female,completed,sometimes,school_bus,< 5,66,79,76
970,female,none,sometimes,school_bus,5 - 10,59,69,68
993,male,completed,sometimes,private,< 5,95,81,82
13,male,none,never,school_bus,> 10,38,41,45
19,male,completed,never,private,5 - 10,47,52,44
21,female,none,never,school_bus,5 - 10,60,74,72
22,male,none,never,school_bus,5 - 10,40,32,29
41,male,completed,sometimes,private,5 - 10,93,90,83
49,male,none,regularly,school_bus,> 10,73,71,65
117,female,completed,sometimes,private,5 - 10,72,76,82
129,male,completed,sometimes,school_bus,,74,74,74
130,male,completed,sometimes,school_bus,5 - 10,63,67,66
131,female,none,sometimes,private,5 - 10,53,61,64
151,female,completed,sometimes,school_bus,5 - 10,76,84,88
184,male,,never,private,> 10,56,51,51
185,male,none,sometimes,,5 - 10,65,52,53
190,female,none,never,private,5 - 10,56,62,59
199,female,none,regularly,school_bus,> 10,48,57,57
200,male,none,regularly,school_bus,5 - 10,63,64,62
201,male,none,sometimes,private,> 10,47,40,38
238,male,completed,sometimes,private,< 5,66,65,64
239,male,none,sometimes,private,< 5,57,57,56
305,male,none,regularly,school_bus,< 5,76,69,66
312,male,none,sometimes,school_bus,5 - 10,90,88,82
352,female,none,sometimes,school_bus,5 - 10,71,83,88
375,female,completed,sometimes,school_bus,5 - 10,47,64,59
427,female,completed,sometimes,private,5 - 10,82,84,90
496,male,none,sometimes,,5 - 10,42,39,33
526,female,none,sometimes,private,5 - 10,67,85,79
560,male,none,sometimes,,5 - 10,75,59,60
599,male,completed,sometimes,school_bus,< 5,79,76,78
630,female,none,regularly,school_bus,< 5,69,80,80
633,male,completed,sometimes,private,> 10,61,56,56
635,female,completed,regularly,private,> 10,59,72,79
640,female,none,sometimes,,> 10,45,54,49
657,female,none,regularly,school_bus,< 5,76,95,93
668,female,completed,regularly,,5 - 10,28,39,43
680,female,,sometimes,private,5 - 10,55,56,59
720,female,none,,school_bus,< 5,58,69,63
736,male,none,sometimes,private,> 10,66,58,59
761,male,none,regularly,private,< 5,73,64,68
791,male,none,sometimes,private,< 5,54,45,42
794,male,completed,regularly,school_bus,5 - 10,79,70,68
843,male,none,sometimes,private,5 - 10,33,31,22
844,male,completed,sometimes,school_bus,< 5,78,75,78
850,male,completed,regularly,private,5 - 10,95,88,96
866,female,completed,sometimes,school_bus,5 - 10,50,57,62
916,male,completed,sometimes,school_bus,5 - 10,72,65,65
961,female,none,sometimes,,5 - 10,88,93,92
963,female,none,sometimes,private,5 - 10,51,56,54
978,male,completed,sometimes,school_bus,,35,46,44
979,male,none,sometimes,private,> 10,41,38,36
984,male,none,sometimes,school_bus,5 - 10,100,84,87
989,female,completed,sometimes,school_bus,< 5,55,61,60
0,female,none,regularly,private,,70,72,74
96,female,completed,sometimes,school_bus,< 5,49,64,64
101,female,completed,never,school_bus,5 - 10,72,92,85
117,female,none,regularly,private,5 - 10,83,92,82
125,female,completed,regularly,school_bus,> 10,79,86,85
129,female,completed,sometimes,school_bus,5 - 10,79,86,86
130,male,none,sometimes,,> 10,43,40,35
147,female,completed,sometimes,school_bus,< 5,71,83,83
158,male,completed,never,school_bus,> 10,61,66,63
209,male,none,regularly,private,5 - 10,80,75,75
251,male,none,regularly,private,5 - 10,61,58,53
279,male,none,regularly,,< 5,69,59,55
348,male,none,sometimes,school_bus,5 - 10,66,67,62
368,female,none,never,school_bus,5 - 10,77,85,85
390,male,,regularly,school_bus,> 10,63,60,61
428,female,none,never,school_bus,> 10,76,86,85
429,female,none,never,private,< 5,41,42,42
435,female,none,never,private,5 - 10,59,66,67
463,female,none,regularly,school_bus,< 5,64,72,67
478,female,completed,sometimes,school_bus,5 - 10,49,40,48
494,male,completed,never,school_bus,5 - 10,94,98,96
502,male,none,sometimes,school_bus,5 - 10,43,46,42
580,female,completed,sometimes,private,5 - 10,65,81,79
590,female,none,regularly,school_bus,5 - 10,68,81,84
591,male,completed,regularly,private,< 5,70,64,63
627,male,none,,school_bus,< 5,55,61,48
630,male,none,sometimes,private,5 - 10,63,57,55
634,female,none,regularly,school_bus,5 - 10,78,80,90
640,male,none,sometimes,school_bus,> 10,67,68,62
663,female,none,sometimes,private,5 - 10,72,71,81
674,female,completed,regularly,school_bus,5 - 10,64,81,77
675,female,none,regularly,school_bus,5 - 10,51,65,58
680,male,none,regularly,school_bus,> 10,73,67,64
706,male,none,regularly,school_bus,< 5,61,53,48
712,male,none,sometimes,school_bus,< 5,74,76,68
744,male,completed,sometimes,school_bus,> 10,79,74,70
761,female,completed,never,private,< 5,86,82,91
765,male,completed,regularly,private,5 - 10,63,66,69
776,male,completed,sometimes,school_bus,< 5,93,91,93
813,female,completed,sometimes,private,< 5,59,62,64
828,female,none,regularly,school_bus,< 5,68,71,69
881,male,completed,regularly,school_bus,> 10,68,65,75
885,female,none,sometimes,private,5 - 10,46,50,51
891,male,none,never,school_bus,5 - 10,65,66,62
928,female,none,sometimes,school_bus,> 10,41,54,52
959,female,none,never,school_bus,5 - 10,68,76,77
986,female,none,regularly,school_bus,< 5,40,57,52
0,female,completed,sometimes,school_bus,5 - 10,56,75,69
11,female,none,regularly,school_bus,,86,97,92
25,male,completed,regularly,school_bus,< 5,66,68,67
27,male,completed,regularly,,> 10,53,53,52
46,female,completed,sometimes,private,> 10,27,33,36
69,male,completed,sometimes,school_bus,5 - 10,47,53,50
74,male,completed,regularly,private,< 5,62,65,60
75,male,none,never,school_bus,> 10,67,74,63
80,female,completed,regularly,school_bus,5 - 10,67,73,82
84,female,none,sometimes,private,5 - 10,63,65,63
101,female,none,sometimes,school_bus,< 5,39,50,49
121,female,none,sometimes,school_bus,5 - 10,52,69,62
174,male,none,never,school_bus,5 - 10,77,64,60
182,male,completed,regularly,private,5 - 10,94,96,95
193,male,none,never,private,> 10,60,48,48
195,female,none,sometimes,private,5 - 10,65,82,80
197,female,,sometimes,private,> 10,77,74,83
203,male,,regularly,school_bus,< 5,83,80,78
226,female,none,sometimes,school_bus,5 - 10,72,81,78
237,female,none,sometimes,private,5 - 10,74,76,81
246,female,completed,regularly,private,5 - 10,67,80,82
277,male,completed,never,school_bus,5 - 10,83,83,83
316,female,completed,sometimes,school_bus,5 - 10,60,68,76
323,female,,sometimes,school_bus,5 - 10,79,87,86
333,female,completed,sometimes,private,< 5,52,67,66
352,male,none,sometimes,school_bus,5 - 10,59,52,50
354,female,completed,regularly,,5 - 10,60,83,88
364,male,completed,regularly,school_bus,5 - 10,72,71,61
367,female,,sometimes,school_bus,5 - 10,62,68,72
379,female,none,sometimes,school_bus,< 5,65,73,75
394,female,none,never,school_bus,5 - 10,38,49,47
408,female,none,never,school_bus,5 - 10,63,81,74
410,male,none,regularly,school_bus,< 5,70,59,56
418,male,completed,sometimes,private,5 - 10,73,72,66
453,female,,sometimes,school_bus,5 - 10,55,67,67
456,female,completed,never,school_bus,5 - 10,92,98,93
498,male,completed,regularly,,< 5,74,68,67
509,female,,sometimes,school_bus,> 10,80,80,97
510,female,none,regularly,school_bus,> 10,80,95,96
511,female,none,sometimes,school_bus,5 - 10,54,67,61
512,female,none,regularly,private,5 - 10,61,74,69
596,male,completed,regularly,,5 - 10,73,82,79
601,male,none,sometimes,school_bus,5 - 10,98,89,90
634,female,none,sometimes,school_bus,5 - 10,86,97,89
637,male,completed,regularly,,> 10,65,78,77
667,male,none,regularly,school_bus,> 10,80,74,74
693,male,completed,regularly,private,5 - 10,70,59,61
696,female,none,sometimes,private,> 10,51,57,58
701,female,none,regularly,school_bus,5 - 10,94,99,96
741,male,none,sometimes,private,5 - 10,52,49,49
747,female,none,regularly,private,> 10,36,45,40
754,male,completed,regularly,private,5 - 10,78,80,78
757,male,none,never,school_bus,5 - 10,62,60,56
758,female,none,regularly,private,< 5,66,89,90
763,male,none,sometimes,school_bus,5 - 10,90,95,85
780,female,none,sometimes,private,> 10,31,43,43
799,male,none,regularly,school_bus,5 - 10,60,59,52
828,male,none,never,,> 10,69,55,58
857,female,none,sometimes,,5 - 10,47,59,60
877,female,none,sometimes,private,5 - 10,69,71,73
884,female,none,regularly,school_bus,5 - 10,43,58,50
885,female,completed,sometimes,private,< 5,73,88,87
890,female,none,sometimes,private,5 - 10,57,74,73
918,female,none,regularly,private,5 - 10,31,42,47
928,male,completed,sometimes,private,5 - 10,56,57,54
934,male,none,regularly,private,< 5,69,67,60
938,female,none,sometimes,private,< 5,69,78,81
943,male,none,sometimes,school_bus,5 - 10,42,45,42
951,male,none,sometimes,school_bus,> 10,98,88,87
992,female,none,sometimes,school_bus,> 10,74,73,68
994,male,none,sometimes,school_bus,,42,35,36
42,female,none,sometimes,school_bus,< 5,71,78,80
60,female,none,regularly,private,5 - 10,23,44,38
83,female,completed,regularly,school_bus,5 - 10,47,60,58
88,female,none,never,private,5 - 10,80,87,86
100,male,none,regularly,private,< 5,80,82,75
106,female,none,sometimes,school_bus,5 - 10,55,66,65
107,female,completed,sometimes,school_bus,> 10,52,68,67
124,male,none,regularly,school_bus,> 10,68,51,62
128,female,none,sometimes,school_bus,< 5,67,77,74
149,female,none,never,private,< 5,55,57,54
157,female,none,never,school_bus,5 - 10,53,72,69
159,male,completed,sometimes,private,5 - 10,56,55,58
165,female,,regularly,school_bus,> 10,80,81,77
172,male,none,never,school_bus,5 - 10,62,60,58
193,male,completed,never,private,5 - 10,47,33,35
205,female,completed,sometimes,private,5 - 10,83,90,94
260,female,completed,sometimes,private,5 - 10,61,67,73
263,male,completed,regularly,,< 5,87,86,81
297,male,none,sometimes,school_bus,< 5,39,37,38
312,male,completed,regularly,,5 - 10,84,64,71
320,female,completed,never,school_bus,5 - 10,80,78,78
340,male,,sometimes,school_bus,< 5,38,39,28
370,male,completed,sometimes,school_bus,5 - 10,54,59,58
381,female,none,sometimes,school_bus,> 10,75,81,82
477,male,completed,regularly,private,> 10,100,95,100
491,female,completed,sometimes,,5 - 10,60,59,63
495,female,none,regularly,school_bus,5 - 10,79,96,97
500,male,completed,sometimes,school_bus,5 - 10,61,53,50
527,female,none,regularly,school_bus,5 - 10,66,77,77
543,female,completed,sometimes,private,5 - 10,63,77,78
562,female,none,regularly,private,,49,64,54
580,male,none,regularly,private,5 - 10,80,71,76
581,male,none,sometimes,school_bus,5 - 10,49,46,41
585,male,none,sometimes,school_bus,5 - 10,58,59,58
587,female,none,,school_bus,5 - 10,61,62,61
612,male,completed,sometimes,school_bus,< 5,95,98,98
622,male,completed,sometimes,school_bus,> 10,100,100,98
624,female,none,sometimes,school_bus,5 - 10,58,81,82
672,male,none,never,private,< 5,61,67,61
681,male,none,,school_bus,< 5,82,76,78
682,male,none,regularly,school_bus,5 - 10,75,70,64
714,male,none,sometimes,private,5 - 10,61,63,60
722,female,none,never,private,5 - 10,64,62,62
738,male,completed,regularly,school_bus,< 5,93,93,98
788,female,none,regularly,school_bus,< 5,50,60,56
880,male,none,,private,< 5,52,42,43
883,male,none,never,,< 5,67,65,62
891,male,completed,sometimes,private,5 - 10,84,82,80
969,female,none,regularly,school_bus,5 - 10,51,64,63
989,male,completed,regularly,school_bus,5 - 10,76,76,72
7,female,none,regularly,school_bus,5 - 10,52,62,67
21,female,none,regularly,,< 5,63,72,77
30,male,completed,sometimes,private,5 - 10,68,68,70
32,male,completed,sometimes,school_bus,> 10,75,66,67
36,male,none,sometimes,school_bus,< 5,44,47,42
67,male,none,sometimes,school_bus,> 10,63,66,58
68,female,none,sometimes,school_bus,5 - 10,52,72,68
86,female,completed,sometimes,private,5 - 10,43,54,59
105,female,none,regularly,school_bus,< 5,55,65,62
137,female,none,sometimes,private,5 - 10,44,52,58
141,male,none,sometimes,private,< 5,80,69,69
147,male,none,sometimes,private,5 - 10,60,42,45
149,female,none,sometimes,private,5 - 10,58,72,65
173,male,none,regularly,private,5 - 10,62,54,53
176,female,none,sometimes,school_bus,5 - 10,52,68,66
182,male,none,regularly,private,< 5,69,60,57
201,female,completed,regularly,private,< 5,90,99,100
212,male,none,regularly,school_bus,5 - 10,51,47,44
231,male,completed,regularly,private,< 5,59,47,54
317,male,none,never,,5 - 10,78,57,59
334,male,none,sometimes,private,> 10,56,44,47
344,male,completed,regularly,,5 - 10,71,56,58
348,male,completed,regularly,school_bus,< 5,70,63,67
370,male,none,sometimes,private,5 - 10,55,48,46
372,male,none,sometimes,school_bus,5 - 10,76,75,75
391,male,none,regularly,,5 - 10,47,41,39
433,female,none,regularly,private,> 10,67,74,81
450,female,completed,regularly,school_bus,< 5,42,58,56
474,female,completed,regularly,school_bus,5 - 10,58,74,76
489,female,completed,sometimes,school_bus,5 - 10,58,62,72
517,female,none,sometimes,,> 10,79,82,82
524,female,completed,never,,5 - 10,74,81,87
551,female,completed,sometimes,private,< 5,60,69,69
573,female,none,regularly,private,5 - 10,76,84,83
619,male,none,regularly,school_bus,5 - 10,56,49,53
682,male,none,never,private,5 - 10,56,58,48
695,female,none,regularly,private,5 - 10,71,76,76
747,female,completed,regularly,school_bus,< 5,75,79,85
751,male,completed,regularly,school_bus,< 5,46,44,47
764,female,none,sometimes,school_bus,5 - 10,88,99,94
799,female,completed,sometimes,private,> 10,72,76,78
801,female,none,regularly,,5 - 10,68,83,81
803,male,completed,regularly,private,5 - 10,65,51,59
